PRODUCCI�N PESQUERA DE AT�N REPORTADA EN AVISOS DE ARRIBO 2012 - 2019/P,,,,,,,,,,,,,
FOLIO AVISO,RNP ACTIVO,NOMBRE ACTIVO,NOMBRE OFICINA,A�O CORTE,NOMBRE PRINCIPAL,NOMBRE ESTADO,NOMBRE ESPECIE,MES CORTE,NOMBRE SITIO DESEMBARQUE, PESO DESEMBARCADO (KILOGRAMOS), PESO VIVO (KILOGRAMOS), PRECIO (PESOS), VALOR (PESOS)
A0567082,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,98.00,98.00,12.00,1176.00
A0567083,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3428.00,4113.60,141.00,183814.00
A0567083,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,424.00,424.00,12.00,5088.00
A0567084,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3856.00,4627.20,141.00,206765.00
A0567084,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,398.00,398.00,12.00,4776.00
A0567085,00073346,SCORPIO I,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,2909.00,3490.80,99.00,206448.00
A0567085,00073346,SCORPIO I,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,638.00,638.00,12.00,7656.00
A0567087,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,2404.00,2884.80,179.00,159912.00
A0567087,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,600.00,600.00,12.00,7200.00
A0567088,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3606.00,4327.20,179.00,239868.00
A0567088,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,572.00,572.00,12.00,6864.00
A0567089,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3580.00,4296.00,141.00,253920.00
A0567089,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,98.00,98.00,12.00,1176.00
A0567091,00042630,ROBALO IX,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,663.00,795.60,110.00,72930.00
A0567092,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,697.00,836.40,110.00,76670.00
A0567093,00039214,ROBALO VIII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4100.00,4920.00,156.00,345240.00
A0567093,00039214,ROBALO VIII,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,73.00,73.00,12.00,876.00
A0567095,00045138,PAMPANO VIII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,1274.00,1528.80,190.00,93220.00
A0567096,00066092,PAMPANO X,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,686.00,823.20,190.00,49660.00
A0567096,00066092,PAMPANO X,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,102.00,102.00,12.00,1224.00
A0567101,00065938,DORADO,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3230.00,3876.00,147.00,267240.00
A0567101,00065938,DORADO,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,87.00,87.00,12.00,1044.00
A0567102,00032391,PROPEMEX Y-14-G,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,1890.00,2268.00,87.00,164430.00
A0567103,00034389,PROPEMEX A-23-G,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,590.00,708.00,96.00,56640.00
A0567104,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3873.00,4647.60,138.00,294750.00
A0567104,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,67.00,67.00,12.00,804.00
A0567105,00066217,LONGTAIL,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4110.00,4932.00,204.00,337480.00
A0567105,00066217,LONGTAIL,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,115.00,115.00,12.00,1380.00
A0567106,00066209,SKIPJACK,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3333.00,3999.60,204.00,273654.00
A0567106,00066209,SKIPJACK,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,132.00,132.00,12.00,1584.00
A0567107,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3667.00,4400.40,204.00,301046.00
A0567107,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,160.00,160.00,12.00,1920.00
A0567109,00039180,ROBALO XII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3491.00,4189.20,131.00,351722.00
A0567110,00039073,PAMPANO XI,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3307.00,3968.40,131.00,358114.00
A0567110,00039073,PAMPANO XI,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,16.00,16.00,12.00,192.00
A0567111,00007120,SCORPIO III,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,6557.00,7868.40,99.00,487234.00
A0567111,00007120,SCORPIO III,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,94.00,94.00,12.00,1128.00
A0567112,00063842,DELFIN II,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,5580.00,6696.00,38.00,212040.00
A0567113,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4800.00,5760.00,250.00,484320.00
A0567113,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,130.00,130.00,12.00,1560.00
A0567114,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3200.00,3840.00,250.00,322880.00
A0567114,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,192.00,192.00,12.00,2304.00
A0567115,00027516,INTREPIDO (TABASCO 596),TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2578.00,3093.60,86.00,157516.00
A0567115,00027516,INTREPIDO (TABASCO 596),TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,293.00,293.00,12.00,3516.00
A0567116,00066233,THUNUS I,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2633.00,3159.60,99.00,194381.00
A0567116,00066233,THUNUS I,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,194.00,194.00,12.00,2328.00
A0567117,00073346,SCORPIO I,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2623.00,3147.60,99.00,192676.00
A0567119,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4224.00,5068.80,243.00,395280.00
A0567119,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,136.00,136.00,12.00,1632.00
A0567120,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4576.00,5491.20,243.00,428220.00
A0567120,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,480.00,480.00,12.00,5760.00
A0567121,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,192.00,230.40,100.00,19200.00
A0567122,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,6183.00,7419.60,132.00,387690.00
A0567122,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,75.00,75.00,12.00,900.00
A0567125,00042630,ROBALO IX,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3247.00,3896.40,145.00,241890.00
A0567126,00065938,DORADO,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4156.00,4987.20,145.00,310120.00
A0567126,00065938,DORADO,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,27.00,27.00,12.00,324.00
A0567127,00039180,ROBALO XII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3200.00,3840.00,109.00,348800.00
A0567127,00039180,ROBALO XII,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,19.00,19.00,12.00,228.00
A0567128,00066092,PAMPANO X,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1218.00,1461.60,180.00,94076.00
A0567129,00045138,PAMPANO VIII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1130.00,1356.00,148.00,91844.00
A0567129,00045138,PAMPANO VIII,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,99.00,99.00,12.00,1188.00
A0567130,00039073,PAMPANO XI,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3389.00,4066.80,102.00,345678.00
A0567130,00039073,PAMPANO XI,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,42.00,42.00,12.00,504.00
A0567131,00034389,PROPEMEX A-23-G,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1800.00,2160.00,102.00,183600.00
A0567131,00034389,PROPEMEX A-23-G,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,70.00,70.00,12.00,840.00
A0567132,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4885.00,5862.00,230.00,462970.00
A0567132,00066142,ALLISON,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,106.00,106.00,12.00,1272.00
A0567133,00066217,LONGTAIL,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,6462.00,7754.40,179.00,594924.00
A0567133,00066217,LONGTAIL,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,1000.00,1000.00,12.00,12000.00
A0567133,00066217,LONGTAIL,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,185.00,222.00,179.00,33115.00
A0567134,00066209,SKIPJACK,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5288.00,6345.60,179.00,486826.00
A0567134,00066209,SKIPJACK,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,700.00,700.00,12.00,8400.00
A0567134,00066209,SKIPJACK,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,175.00,210.00,179.00,31325.00
A0567135,00066233,THUNUS I,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3452.00,4142.40,77.00,265804.00
A0567135,00066233,THUNUS I,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,186.00,186.00,12.00,2232.00
A0567136,00007120,SCORPIO III,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4867.00,5840.40,99.00,361779.00
A0567136,00007120,SCORPIO III,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,160.00,160.00,12.00,1920.00
A0567136,00007120,SCORPIO III,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,130.00,156.00,90.00,11700.00
A0567137,00073346,SCORPIO I,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,6114.00,7336.80,99.00,463793.00
A0567139,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3000.00,3600.00,140.00,210000.00
A0567139,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,33.00,33.00,12.00,396.00
A0567140,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,ALBACORA ENT. FCA.,DICIEMBRE,TUXPAN,162.00,162.00,12.00,1944.00
A0567140,00066167,BLUE FIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3885.00,4662.00,162.00,337770.00
A0567141,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,ALBACORA ENT. FCA.,DICIEMBRE,TUXPAN,362.00,362.00,12.00,4344.00
A0567141,00041129,BIG-EYE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4533.00,5439.60,162.00,394096.00
A0567142,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,ALBACORA ENT. FCA.,DICIEMBRE,TUXPAN,300.00,300.00,12.00,3600.00
A0567142,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4532.00,5438.40,162.00,394034.00
A0567142,00066191,ALBACORE,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,545.00,654.00,150.00,81750.00
A0567143,00027516,INTREPIDO (TABASCO 596),TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3720.00,4464.00,86.00,227160.00
A0567143,00027516,INTREPIDO (TABASCO 596),TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,115.00,115.00,12.00,1380.00
A0567144,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5096.00,6115.20,146.00,385580.00
A0567144,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,67.00,67.00,12.00,804.00
A0567144,00066035,MARLIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,423.00,507.60,86.00,36378.00
A0567145,00073353,SCORPIO II,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5205.00,6246.00,99.00,389290.00
A0567145,00073353,SCORPIO II,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,146.00,146.00,12.00,1752.00
A0567146,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,ALBACORA ENT. FCA.,DICIEMBRE,TUXPAN,256.00,256.00,12.00,3072.00
A0567146,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5105.00,6126.00,166.00,444520.00
A0567146,00074500,YELLOWFIN,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,425.00,510.00,192.00,81600.00
A0567147,00042630,ROBALO IX,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3410.00,4092.00,73.00,248930.00
A0567147,00042630,ROBALO IX,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,37.00,37.00,12.00,444.00
A0567148,00032391,PROPEMEX Y-14-G,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,2703.00,3243.60,143.00,196530.00
A0567149,00063842,DELFIN II,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4700.00,5640.00,90.00,326500.00
A0567150,00065938,DORADO,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,2820.00,3384.00,96.00,270720.00
A0567151,00039180,ROBALO XII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3425.00,4110.00,130.00,360182.00
A0567151,00039180,ROBALO XII,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,350.00,420.00,108.00,37800.00
A0567158,00039214,ROBALO VIII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1386.00,1663.20,130.00,180180.00
A0567159,00045138,PAMPANO VIII,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1311.00,1573.20,160.00,73848.00
A0567159,00045138,PAMPANO VIII,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,39.00,39.00,12.00,468.00
A0567160,00066092,PAMPANO X,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,877.00,1052.40,160.00,49392.00
A0567160,00066092,PAMPANO X,TUXPAN,2013,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,124.00,124.00,12.00,1488.00
A0567161,00039073,PAMPANO XI,TUXPAN,2013,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1822.00,2186.40,83.00,151226.00
A0567163,00034389,PROPEMEX A-23-G,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,1468.00,1761.60,109.00,160012.00
A0567165,00066167,BLUE FIN,TUXPAN,2014,ATUN,VERACRUZ,ALBACORA ENT. FCA.,ENERO,TUXPAN,290.00,290.00,12.00,3480.00
A0567165,00066167,BLUE FIN,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,3986.00,4783.20,217.00,348094.00
A0567165,00066167,BLUE FIN,TUXPAN,2014,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,ENERO,TUXPAN,1485.00,1782.00,154.00,228690.00
A0567166,00066209,SKIPJACK,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,4164.00,4996.80,179.00,291469.00
A0567167,00066142,ALLISON,TUXPAN,2014,ATUN,VERACRUZ,ALBACORA ENT. FCA.,ENERO,TUXPAN,647.00,647.00,12.00,7764.00
A0567167,00066142,ALLISON,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,4925.00,5910.00,179.00,321037.00
A0567167,00066142,ALLISON,TUXPAN,2014,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,ENERO,TUXPAN,1130.00,1356.00,154.00,174020.00
A0567168,00039214,ROBALO VIII,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,2556.00,3067.20,183.00,271800.00
A0567168,00039214,ROBALO VIII,TUXPAN,2014,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,ENERO,TUXPAN,1320.00,1584.00,125.00,165000.00
A0567169,00066035,MARLIN,TUXPAN,2014,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",ENERO,TUXPAN,4590.00,5508.00,102.00,468180.00
